target,fnlwgt,age,marital-status_ Married-civ-spouse,hours-per-week,capital-gain,education-num
0,-1.0636107451560883,0.030670557354391753,0,-0.03542944697277691,0.14845289521747937,1.1347387637961643
0,-1.0087070008321521,0.8371089803598137,1,-2.222153121346258,-0.14592048355885345,1.1347387637961643
0,0.2450785047947841,-0.042642026555192065,0,-0.03542944697277691,-0.14592048355885345,-0.4200596240159423
0,0.4258013560422531,1.0570467320885653,1,-0.03542944697277691,-0.14592048355885345,-1.1974588179219956
0,1.4081757204012344,-0.7757678656510302,1,-0.03542944697277691,-0.14592048355885345,1.1347387637961643
0,0.8982009411562795,-0.11595461046477588,1,-0.03542944697277691,-0.14592048355885345,1.523438360749191
0,-0.2803583815660748,0.7637963964502299,0,-1.979183824193649,-0.14592048355885345,-1.974858011828049
1,0.18819462542965676,0.9837341481789813,1,0.3695193816149048,-0.14592048355885345,-0.4200596240159423
1,-1.3642786185159013,-0.5558301139222788,0,0.7744682102025865,1.761142380602081,1.523438360749191
1,-0.28735043735745786,0.2506083090831432,1,-0.03542944697277691,0.5552135345201951,1.1347387637961643
1,0.8591856488135755,-0.11595461046477588,1,3.2041611817286766,-0.14592048355885345,-0.03136002706291564
1,-0.4593284817005277,-0.6291426978318626,1,-0.03542944697277691,-0.14592048355885345,1.1347387637961643
0,-0.6395776164309653,-1.1423307851989493,0,-0.8453271041481403,-0.14592048355885345,1.1347387637961643
0,0.14439479626493598,-0.482517530012695,0,0.7744682102025865,-0.14592048355885345,0.7460391668431378
1,-0.6443147816012791,0.10398314126397556,1,-0.03542944697277691,-0.14592048355885345,0.35733956989011106
0,0.5278019964894485,-0.3358923621935273,1,0.3695193816149048,-0.14592048355885345,-2.363557608781076
0,-0.12337820215221823,-0.9957056173797817,0,-0.4403782755604586,-0.14592048355885345,-0.4200596240159423
0,-0.02799064428278086,-0.482517530012695,0,-0.03542944697277691,-0.14592048355885345,-0.4200596240159423
0,-1.5243379552904617,-0.042642026555192065,1,0.7744682102025865,-0.14592048355885345,-1.1974588179219956
1,0.9701395314326638,0.323920892992727,0,0.3695193816149048,-0.14592048355885345,1.523438360749191
1,0.035487368999423195,0.10398314126397556,1,1.58436586737795,-0.14592048355885345,2.3008375546552444
0,1.0646080792590604,1.130359315998149,0,-1.6552247613235038,-0.14592048355885345,-0.4200596240159423
0,-1.0699680208146494,-0.2625797782839435,1,-0.03542944697277691,-0.14592048355885345,-1.974858011828049
0,-0.6891757357641501,0.323920892992727,1,-0.03542944697277691,-0.14592048355885345,-1.1974588179219956
0,-0.7651788137566637,1.496922235546068,0,-0.03542944697277691,-0.14592048355885345,-0.4200596240159423
1,0.2564950728552402,1.2769844838173166,1,-0.03542944697277691,-0.14592048355885345,1.1347387637961643
0,-0.2035499854946079,-1.4355811208372846,0,-0.03542944697277691,-0.14592048355885345,-0.4200596240159423
1,-0.09064439082535032,1.130359315998149,1,1.58436586737795,-0.14592048355885345,-0.03136002706291564
0,1.6815196250586775,0.030670557354391753,0,3.2041611817286766,-0.14592048355885345,-0.4200596240159423
0,0.033990424805604054,0.7637963964502299,1,-0.03542944697277691,-0.14592048355885345,-0.4200596240159423
0,0.008817129090556862,-1.1423307851989493,0,0.9364477416376592,-0.14592048355885345,0.7460391668431378
0,0.7222910497218492,-1.3622685369277008,0,0.2885296158973685,-0.14592048355885345,-0.03136002706291564
0,1.867974446162226,0.47054606081189465,0,-0.03542944697277691,-0.14592048355885345,1.1347387637961643
0,-1.23002735758921,-0.6291426978318626,1,-0.03542944697277691,-0.14592048355885345,-0.03136002706291564
0,1.1533446572293773,-1.215643369108533,1,-2.0601735899111855,-0.14592048355885345,-0.03136002706291564
0,0.49861158470997524,0.6904838125406461,0,-0.03542944697277691,-0.14592048355885345,-1.1974588179219956
0,0.07031500733156977,-1.288955953018117,0,-0.03542944697277691,-0.14592048355885345,-0.03136002706291564
0,3.3568749335221737,-1.4355811208372846,0,-1.250275932735822,-0.14592048355885345,-0.4200596240159423
1,-1.0007201403550032,-0.5558301139222788,1,-0.1974089784078496,-0.14592048355885345,-0.03136002706291564
0,0.7171938599985916,0.6904838125406461,1,-0.03542944697277691,-0.14592048355885345,0.7460391668431378
0,3.0137525859060093,-0.5558301139222788,1,0.20753985017983212,-0.14592048355885345,-1.974858011828049
0,-0.9594878547125926,1.0570467320885653,1,-0.03542944697277691,-0.14592048355885345,1.1347387637961643
0,-0.15908695320604319,-1.0690182012893654,1,0.7744682102025865,-0.14592048355885345,1.1347387637961643
0,-0.9013912610638649,0.7637963964502299,0,-0.03542944697277691,-0.14592048355885345,-0.4200596240159423
0,0.9493433763349866,-0.9957056173797817,0,-0.4403782755604586,-0.14592048355885345,-0.4200596240159423
1,1.4033059146061517,1.3502970677269004,1,-0.03542944697277691,-0.14592048355885345,1.1347387637961643
0,-0.4302991335368451,1.0570467320885653,1,-0.1974089784078496,-0.14592048355885345,-0.4200596240159423
0,-0.5819547392992691,0.3972334769023108,0,-0.03542944697277691,-0.14592048355885345,1.523438360749191
0,-0.8354025502413945,0.17729572517355938,1,-0.03542944697277691,-0.14592048355885345,0.35733956989011106
0,0.7739356244086095,-0.7024552817414464,0,0.20753985017983212,-0.14592048355885345,0.35733956989011106
0,-1.4922389240964158,-0.9957056173797817,1,-0.03542944697277691,-0.14592048355885345,-0.03136002706291564
0,0.3522331809472808,-1.5088937047468685,0,-0.8453271041481403,-0.14592048355885345,-0.4200596240159423
1,-1.3069210226337424,0.6171712286310623,1,1.58436586737795,-0.14592048355885345,1.9121379577022177
