target,F1,F5,F2,F3,F4,F9,F6,F7,F10,F8
0,0.2675266185384334,0.16730796791681551,-0.050815309250070745,0.28702034174674707,0.48160253411486437,0.21906581375335468,0.23032603758749276,0.278278913484473,0.15741816139446096,0.9163308792023902
0,0.13056452596137105,0.2574062351327584,0.2135153345466338,-2.8656944102553394,0.06433422793880537,0.24773500978823992,1.262740508559894,1.111626898185692,0.5111677590218591,0.6237230031635804
0,-0.11845810243670409,0.2574062351327584,0.009259721132014943,0.061600185332112,-0.7741965212299863,-0.12497005533170583,0.37781343860551025,-0.06655476160616385,0.5780485392201526,-0.8954611734617417
0,0.030955272863924466,-0.7336767203599404,0.06733254806875547,-2.8656944102553394,-0.5763171863926126,0.5344315673591237,-0.28588119789870786,0.5369043601059104,-0.531069979446267,1.0377807867456426
5,0.2301737790588176,0.2574062351327584,0.1974951564062351,-0.046348023303572315,0.08430590361522636,0.01837776373153287,0.11971070881116955,0.4794319540551644,-0.08685775151739969,0.04059901571986014
0,0.11811324323780488,0.2574062351327584,-0.06483302888736052,-2.8656944102553394,-1.6072249205487972,-0.23964867836005938,-0.3227532701404021,0.1920706850152735,-0.32980403257444507,-0.39493548040396476
0,0.3920384370830123,0.2574062351327584,-0.06483302888736052,-2.8656944102553394,-2.5997272641770306,-0.3543273013884129,-0.6914722166598256,0.36448714195367243,-0.8054041121081328,-0.6057373216489939
5,0.018503990140358317,0.2574062351327584,-0.01877520802703713,0.258446446100091,-0.0398722859798223,0.07571707524570963,-0.9127037621612317,0.04839005049532805,-0.8369349562350542,0.8773437348444095
7,0.5040979642129424,0.2574062351327584,0.02728235777552252,0.3473444982323857,-0.6296331616554994,0.44842214036565536,-0.617728072176437,0.220806507433727,-0.6386152511206908,0.9175496634554909
4,-0.2554201950137665,0.2574062351327584,0.009259721132014943,0.22034702583226407,0.5215151460830695,0.5631007633940089,-1.0970632354209435,0.6805849946258558,-1.391900850552989,1.3580559622274926
0,-0.04375141478638982,-0.7336767203599404,-0.6195267871367127,-2.8656944102553394,-1.1166094678502625,-0.06763074381752908,0.3409422543125756,0.1920706850152735,0.34230749247120235,-1.1735183799343
8,-3.530067203668359,0.978193380918965,-0.152943243486262,0.1250989215321728,-5.392020578287757,0.391083748295885,-0.7652163611432141,-0.8999027463073829,0.008633449144625313,-2.0114430177470517
5,0.043406555587490604,0.16730796791681551,-0.052817767753179645,0.2552709736467166,-0.7662379953882229,-0.9277194970857743,-0.3596244544333368,0.24954309106601943,-0.40878754096279696,-1.8117666935924703
0,0.15546709140850334,0.2574062351327584,0.07734484058429997,0.061600185332112,0.023710643751743442,0.2764051252675315,0.009094492086086736,0.019654228076874527,0.12398372931706833,0.06873170538873691
8,0.2924291839855657,0.978193380918965,-0.05682293981716118,0.07112481721433067,-0.08283206339927825,0.8784674364441842,-1.3182947809223495,-0.7274855281551451,-0.720698916828485,-0.28286911540134807
8,0.14301580868493718,0.8880951137030221,-0.07084040439668722,-2.8625189378019646,0.16649905176172028,-3.0779422997007932,-1.8713740886502441,-0.6700131221043992,-1.3904282261760728,-2.695488918596965
0,-0.006397566615691376,0.2574062351327584,-0.09086549954330368,0.09017408097876799,-0.5127055004625157,0.24773500978823992,-0.28588119789870786,0.04839005049532805,-0.18238470030994997,-0.5824219689216457
11,-0.30522532590803103,0.7078985792711363,-0.0888630410401948,0.35686913011460436,0.7664088823327934,0.6777793864223626,0.48842965533059307,-1.014846797195036,1.6367085716501415,-0.006108424311687353
5,-0.09355553698957181,0.2574062351327584,0.06733254806875547,0.07112481721433067,0.19721067179300525,-0.26831787439494453,-0.175264981173625,0.16333486259681995,-0.16311149293869626,0.29375435717485254
0,-0.09355553698957181,-0.1930861090056195,-0.06483302888736052,0.2457463417644979,0.5647724014183652,-0.38299649742329805,0.6359170563486106,0.019654228076874527,0.7644214177136931,-0.4055577382566235
0,-0.006397566615691376,0.16730796791681551,0.11339011387131512,0.02667534477870717,-0.24319546667706135,0.07571707524570963,0.9308927463334051,0.24954309106601943,0.8952506384035819,-0.6784298797505365
5,0.4418425592861943,0.2574062351327584,0.04129982235504855,0.12827350124659492,-0.8002635194019615,-0.26831787439494453,-1.0233199788863143,-0.18149881249381689,-0.7972158042105925,-0.09787799546074352
0,0.36713587163588,0.2574062351327584,-0.02077766653014603,-0.03364791896797923,0.3274236967073875,-0.8703801855715974,0.37781343860551025,0.36448714195367243,0.22982997178791575,-0.9712689560728454
3,-0.05620269750995596,0.16730796791681551,-0.06483302888736052,0.4171932866002431,-0.2127793413755104,0.2764051252675315,-0.838959617677843,0.3357513195352189,-0.9368907011982364,0.6224464188396048
5,0.2924291839855657,0.2574062351327584,0.011262179635123845,0.1060487650287832,0.27585292521742666,-0.09629993985241429,-0.39649652667503105,0.019654228076874527,-0.29274315125598815,0.6642388597409044
0,0.10566196051423872,0.2574062351327584,-0.03079021410345427,0.3282952344679484,1.5121840341566781,0.5917708788733005,1.041508963058488,0.4794319540551644,0.8110479029585392,0.5626980869551732
7,-0.031300132062823664,0.2574062351327584,-0.0027552849444021925,0.14097360558218802,-0.7625988488844513,-0.18230936684588261,0.9308927463334051,0.13459827896452753,0.9738736864758039,-1.2233211134164863
10,-0.2554201950137665,0.34750450234870134,-0.010765374014601531,-1.82431442238318,0.34209927388881,1.9105732048105535,-0.28588119789870786,0.16333486259681995,-0.2941075382377029,1.2259060657017844
8,0.2924291839855657,0.978193380918965,-0.05682293981716118,0.07112481721433067,-0.08283206339927825,1.5378681396906075,-0.838959617677843,-0.8424303402566369,-0.08805432088637084,0.4836983452576574
6,0.2550753358148673,0.2574062351327584,0.07734484058429997,0.0774748693821272,-0.9689691950329409,0.047047879210824435,-0.949575834402926,0.105862456546074,-0.8907795848351295,-0.6346054673921048
0,0.46674512473332663,0.2574062351327584,0.019272268705323184,0.20129686932887442,-1.3969476977722801,0.24773500978823992,0.045966564327781,0.1920706850152735,0.04885605400731806,0.4565522430054363
4,-0.21806735553415063,0.2574062351327584,-0.044807933740744044,0.08699950126434587,-0.18050001272775054,-1.9311569888616642,-1.1339353076626375,0.105862456546074,-1.0947733126667554,-2.5811005852298963
4,-0.3176766086315972,0.2574062351327584,0.033289733284849216,0.179073025850015,0.13374574163472255,-0.6983622510290671,-0.838959617677843,0.105862456546074,-0.7972158042105925,-0.9066644216819867
5,-0.1309093851602702,0.2574062351327584,-0.04280547523763514,0.2362217098822793,0.42944077316543544,-0.15363925136659104,-0.10152172463899607,0.13459827896452753,-0.06380219333584634,0.3522829082532373
0,0.24262405309130117,0.2574062351327584,-0.04881285074696184,0.3028950257967622,-1.191435079614461,0.3050743213024167,-0.0646496523973018,0.13459827896452753,-0.03611328023676658,1.0521570595463234
0,-0.031300132062823664,0.16730796791681551,-0.06483302888736052,0.2171715533788896,1.9739223139716056,-0.09629993985241429,-0.2121370534153193,0.13459827896452753,-0.1734893738309098,1.3312197879415137
0,0.24262405309130117,0.16730796791681551,-0.04080276167676251,0.37274381416461955,0.09764977132674003,0.7351186979365393,-0.47024067115841955,-2.0780844060992387,-2.074450829712018,1.327099041509321
4,-0.2554201950137665,0.2574062351327584,0.009259721132014943,0.22034702583226407,0.5215151460830695,0.9931451400281314,-0.7283442889015198,-0.03781817797387142,-0.5853207465292545,1.4699289959585626
0,0.3297820234651816,-0.012889574573733702,-0.627536876206912,0.007626081014269842,-0.5380317786240504,0.16172650223917792,-0.39649652667503105,0.36448714195367243,-0.5258259272989337,0.05994709116871747
5,0.15546709140850334,0.0772086926422092,-0.09286795804641258,0.2679710779823097,-0.32846552806638996,0.07571707524570963,-0.6546001444181313,0.13459827896452753,-0.6254112819097288,0.5243686675416295
0,-0.26787147773733266,0.2574062351327584,-0.07885049346688655,0.3441699185179636,1.3349863556215293,-1.0997374316283046,0.3040701820708813,0.16333486259681995,0.3201496095672837,-0.6557533174616491
8,0.8153770062288482,0.978193380918965,-0.08285541047310435,0.03302539694650371,-0.39355766242431556,0.9358067479583609,-0.5808559999347427,-1.014846797195036,0.33172505283209414,-0.18196713305407763
0,0.030955272863924466,-0.7336767203599404,0.06733254806875547,-2.8656944102553394,-0.5763171863926126,0.07571707524570963,0.3409422543125756,0.04839005049532805,0.4339796011887767,0.08231372549136255
3,-0.28032276046089877,0.16730796791681551,-0.0007528264412932936,0.3949685503824313,0.13312401279061772,-0.49767512045165163,0.15658189310410423,0.04839005049532805,0.25324499728197325,0.02258532466585317
0,-0.21806735553415063,-0.7336767203599404,0.1894853223937995,0.4489426547002734,-1.275936656387871,0.14261309191965024,2.0247603750590435,0.18249157006656302,2.0435600311655895,-0.5346512068965915
0,0.13056452596137105,0.0772086926422092,-0.01477029102081933,0.22034702583226407,0.12235531223722255,-0.3543273013884129,0.11971070881116955,0.3070154971167654,0.02548869268729422,0.20867863216486285
0,0.05585783831105674,0.2574062351327584,0.12740757845084116,0.16637292151442187,0.8777459418940975,0.1043871907250012,0.0828386365694753,0.45069613163671085,-0.1258460528733446,0.7791493868517383
0,-0.24296992098128292,0.2574062351327584,-0.11689797019924687,0.08064944909654934,1.0876969305562438,0.3050743213024167,1.3733558373362171,0.105862456546074,1.4506345872479374,0.38190644112950484
0,-0.06865398023352211,-1.0940707972823753,-0.07885049346688655,0.22669707800006061,0.3707692038243822,-0.010291432303352327,1.1521242918348111,0.07712587291378159,1.2334249741618413,-0.5324069696619366
5,0.15546709140850334,0.2574062351327584,-0.10688542262593864,0.3409944460645891,0.31396182942259077,-0.3256571859091213,0.11971070881116955,-0.03781817797387142,0.2816031948247763,0.22034627405799814
5,0.018503990140358317,0.2574062351327584,0.0012498871195793456,0.17272297368221842,0.323015073994644,0.21906581375335468,0.19345396534579848,0.019654228076874527,0.31624710531827416,0.30219017786373115
0,0.20527121361168532,0.2574062351327584,-0.07885049346688655,0.32194518230015184,-0.27417283364649636,-0.5550144319658283,0.009094492086086736,0.13459827896452753,0.040320194840782066,-0.6646914008353706
10,-0.006397566615691376,0.16730796791681551,0.005254804125797144,0.28702034174674707,0.800404658554948,1.3658511245924834,-0.10152172463899607,-0.32517944701376233,0.30359425311957694,0.32976180822394413
4,-0.05620269750995596,0.2574062351327584,0.03729490534883075,0.2139969736644675,-1.1578835370799605,0.6204400749081858,0.11971070881116955,0.3357513195352189,0.013253895015017586,1.1934194362113235
10,-0.28032276046089877,0.16730796791681551,0.0012498871195793456,0.37591928661799406,3.955998826943157,0.8211281249300075,-0.13839290893193074,-2.4229180811898754,0.21939151767453438,1.852952127692656
7,0.5040979642129424,0.2574062351327584,0.02728235777552252,0.3473444982323857,-0.6296331616554994,-3.221290118764032,-2.4244533963781394,-0.8136945178381834,-1.9346925204198153,-0.9067800218237361
0,0.2550753358148673,-0.10298784178967661,-0.627536876206912,0.3155951301323553,-0.04839304508252253,-0.03896154778264389,-0.5071127434001138,-0.18149881249381689,-0.25428114182166534,0.9066752777074647
10,-0.28032276046089877,0.2574062351327584,-0.07284286289979612,-2.859344358087543,1.9438324227844255,1.5378681396906075,2.037050473840435,0.3357513195352189,1.9978669693289037,1.9158924186634994
4,-3.4429092332944777,-3.256432234640995,0.02928481627863142,0.3917939706680092,-1.0366057571643483,-0.6410229395148903,-0.175264981173625,-0.29644362459530876,0.16889926931482963,1.7014920247300427
8,0.8153770062288482,0.8880951137030221,-0.050815309250070745,0.02350076506428505,0.7085067892007122,1.4805288281764306,-0.949575834402926,-1.1872640153472738,0.03646535476580618,0.5308313133971968
5,0.36713587163588,0.2574062351327584,-0.046810392243852944,0.15367281717882877,0.04477703815845431,-0.2969879898742361,-0.28588119789870786,0.07712587291378159,-0.20733193039846598,0.4449433977361219
0,0.09321067779067259,0.16730796791681551,0.02928481627863142,0.15367281717882877,0.9649099460142719,-0.985058808599951,2.405770308308618,-2.1355568121499844,0.043779819472728486,-1.520107535958364
3,-0.7783680172570491,0.16730796791681551,-0.0367978446705447,0.2933703939145435,0.2622135627761789,0.41975294433077026,0.267198109829187,0.04839005049532805,0.3665129488513188,-0.3678093092106659
5,0.006052707416792174,0.2574062351327584,0.011262179635123845,0.3060704982501366,-0.125142347369151,0.01837776373153287,-0.3227532701404021,-0.06655476160616385,-0.14003110966650031,0.3083428957530562
4,-0.29277404318446487,-1.4544638661461469,0.015267351699105385,0.3600446025679788,-0.08425202465088616,0.07571707524570963,0.19345396534579848,0.1920706850152735,0.21639860474666797,0.5105345195436363
0,-2.235149939474801,-1.7247596758526391,-0.08485786897621327,0.3155951301323553,0.05675944860847521,-0.010291432303352327,1.262740508559894,0.4219595480044184,1.069807766754892,-0.7526112879535776
6,-0.006397566615691376,0.2574062351327584,0.115392572374424,0.1060487650287832,0.44518132128556376,0.24773500978823992,-0.13839290893193074,0.4219595480044184,-0.27120788162538484,0.2824743743777567
7,0.030955272863924466,0.2574062351327584,0.02728235777552252,0.35686913011460436,-0.8081337934620257,0.6777793864223626,-0.5808559999347427,0.3357513195352189,-0.6758082019213663,0.7893072510315068
8,0.4791964074568927,0.978193380918965,-0.08085295196999547,0.09652413314656452,0.08181997983185972,1.337181009113192,-1.0970632354209435,-0.9573751523581289,-0.32249056087114847,-0.5281307609701495
0,0.14301580868493718,0.2574062351327584,-0.4973740128116687,-0.02094870737133845,-0.4977344285513593,0.47709225584494697,0.41468551084720456,0.24954309106601943,0.37003116069718167,0.8804200937890718
5,0.13056452596137105,0.2574062351327584,-0.06283031532648788,0.2901958142001214,0.3855915367776189,-0.15363925136659104,0.37781343860551025,0.105862456546074,0.4413298140262243,-0.6588296764063116
0,-3.530067203668359,-0.012889574573733702,0.115392572374424,0.1250989215321728,-5.392020578287757,-2.246522742467433,0.11971070881116955,0.4794319540551644,-0.09061627024068247,0.027654789502749248
5,0.31733174943269804,0.2574062351327584,0.12340266144462336,-0.0018985508679488182,-2.519723553491117,-0.26831787439494453,-0.949575834402926,0.019654228076874527,-0.8572855725401949,0.18644752904288966
0,0.05585783831105674,0.0772086926422092,-0.03079021410345427,0.08064944909654934,1.3037422501208915,-1.7304689388398422,-0.838959617677843,0.16333486259681995,-0.8198165667315743,-1.8612016990375393
0,-2.235149939474801,-2.535645088854788,-0.052817767753179645,3.519109406737861,-1.5538494497027424,-3.0492721842215014,-2.8300444151392568,-4.3482394972137515,-4.750256986743044,2.5785782036663454
0,0.15546709140850334,-1.2742673317142612,0.02728235777552252,0.20447234178224882,0.7620597552032178,-0.23964867836005938,0.709661200831999,0.39322372558596486,0.5491382316614591,0.0587671724805152
5,0.2301737790588176,0.2574062351327584,-0.01276783251771043,0.28384576203232487,-0.5200422974601743,-0.010291432303352327,-0.4333685989167253,0.24954309106601943,-0.47615886495218745,-0.724344063636975
0,-3.530067203668359,-4.9683023359199,0.04330228085815745,0.8521598081184502,-2.201513410103554,-2.30386205398161,-1.613270470907144,-2.509126309659075,-2.802968932712052,-1.6569013692129761
0,-3.530067203668359,-4.9683023359199,0.18147523332360013,0.13462355341439147,0.6817893059861008,-2.1318441194390796,-0.3227532701404021,0.39322372558596486,-0.46125586653764905,1.2849578070768806
6,-0.01884884933925752,-0.8237749875758832,0.07734484058429997,0.21082239395004537,-0.5044802360895495,-0.4116666129025896,0.5990458720556758,0.5081685376874567,0.35196842474565887,-1.176420342113392
0,-0.16826222463988605,0.2574062351327584,-0.07684803496377766,0.22987165771448273,0.053594283583941395,-0.8703801855715974,0.45155758308889876,-0.9286385687258364,1.4197988456590074,-1.1574011291367534
0,0.5663543778307731,0.2574062351327584,-0.008762660453728893,-2.8656944102553394,-2.8060688541269894,-0.15363925136659104,-0.4333685989167253,0.278278913484473,-0.49782620406500916,-0.29823197561868436
5,0.043406555587490604,0.2574062351327584,0.061324917501665036,0.16319834179999976,0.09732452880542203,-1.443773300713365,2.147666690565518,0.220806507433727,2.1202328201169323,-2.038511388869476
0,0.13056452596137105,-2.4455468216388456,-0.42928889335938364,-2.8656944102553394,-2.6115331710636536,-2.1605142349183715,0.19345396534579848,0.5081685376874567,-0.03687987903580867,-1.3459908017657858
10,-0.8904285530780619,0.16730796791681551,-0.505384101881868,0.19494770990003016,2.0314991645823692,1.7098860742331377,1.3364837650945227,1.0254186697164926,0.6725814913833751,-0.09242186808075414
0,0.15546709140850334,0.16730796791681551,-0.06883794589357832,0.01397613318206639,0.556576884836983,0.19039569827406314,0.41468551084720456,-0.0090823555554179,0.5708294028612977,0.31937174720773054
8,0.5165492469365086,0.978193380918965,-0.0868605825370859,0.05525013316431546,1.3623840716703608,0.9931451400281314,-0.6546001444181313,-0.9573751523581289,0.20791140275779138,0.8570848100028013
5,-0.006397566615691376,0.2574062351327584,-0.07484532140290502,0.3282952344679484,-0.15298330551258338,0.047047879210824435,-0.39649652667503105,-0.26770780217685525,-0.06449630287021219,0.09311038010959177
5,0.018503990140358317,0.2574062351327584,0.0012498871195793456,0.17272297368221842,0.323015073994644,-0.09629993985241429,0.23032603758749276,0.07712587291378159,0.31372090409448783,-0.2262748735913759
0,-2.4717212851493104,-2.4455468216388456,1.2247803439308922,0.3155951301323553,0.05093086464412377,-2.647897003622264,-0.838959617677843,0.220806507433727,-0.8713504758946405,2.713591196806247
5,-0.1433606678838364,0.2574062351327584,0.1774703163173823,0.07112481721433067,0.1528001937373046,0.01837776373153287,-0.3227532701404021,0.220806507433727,-0.35278809449494786,0.25854016227086996
9,-0.7036613296067348,0.2574062351327584,-0.022780380091018668,-2.8656944102553394,0.6259289029497322,0.047047879210824435,0.3040701820708813,-0.12402716765690981,0.5350852443505218,1.022902251260119
0,-0.06865398023352211,0.16730796791681551,-0.11890042870235579,-2.8656944102553394,-0.8653844099584183,-0.09629993985241429,-0.027777580155607533,-0.12402716765690981,0.19430030206029153,-1.060116633983887
0,0.09321067779067259,0.0772086926422092,0.09937239423402536,0.02032529261091062,-0.19970221219519962,-1.157076743142481,0.709661200831999,-0.12402716765690981,0.9140203929366045,-0.7324121562887363
0,0.24262405309130117,0.16730796791681551,-0.04080276167676251,0.37274381416461955,0.09764977132674003,0.5344315673591237,0.5253017275722873,0.45069613163671085,0.3240163656857681,0.36605925618035573
4,-0.1309093851602702,0.0772086926422092,-0.11289305319302907,0.15684828963220324,-0.25204146830107954,0.6777793864223626,0.48842965533059307,0.6805849946258558,0.14973330633515172,1.297437639621101
4,-0.30522532590803103,0.2574062351327584,-0.022780380091018668,0.18859765773223364,-0.14387056535736223,-0.8990503010508888,1.4102279095779113,0.13459827896452753,1.4572787745075106,-1.8466908915891331
0,-0.10600681971313797,0.2574062351327584,-0.02878775560034537,0.010800660728691958,0.22141248343266598,0.24773500978823992,0.5253017275722873,0.7667932230950554,0.09732555398146744,0.15432962414249185
4,-0.21806735553415063,0.0772086926422092,0.06332737600477392,0.09652413314656452,0.7353720197801904,0.6204400749081858,0.15658189310410423,-0.0090823555554179,0.2932630433977714,0.34821996189191917
0,0.10566196051423872,0.16730796791681551,0.13341520901793158,-0.027298759539134996,0.6164611724816091,0.24773500978823992,-0.2121370534153193,0.105862456546074,-0.16445204783339418,0.9068885400379336
0,0.4044897198065785,-1.2742673317142612,-0.08485786897621327,0.2933703939145435,0.4311264813551934,-0.18230936684588261,0.23032603758749276,0.24954309106601943,0.18856669912548712,0.6794661887575689
5,-0.3176766086315972,0.2574062351327584,0.12941003695395004,-0.036823391421353664,0.8775089511544786,-0.010291432303352327,0.820277417557082,0.04839005049532805,0.9460666059452655,0.1803526112244394
4,-0.16826222463988605,0.2574062351327584,-0.006760201950619993,-1.9386117904477087,-0.1620970372608573,0.7924580094507161,0.0828386365694753,-0.0090823555554179,0.2369398777479434,1.6819107558917938
