target,charExclamation,remove,hp,your,our,charDollar,capitalTotal,capitalAve,free,business
1,0.6240065754628045,-0.2917938862249029,-0.32881466917148233,0.12512839789747224,0.011564710589097318,-0.3083549412898774,-0.008724133882501232,-0.04524727621138384,0.08617143631022921,-0.3211354140662565
1,0.1262031548691414,0.24474325349641976,-0.32881466917148233,0.6498313678758451,-0.2561172909670395,0.42378305924753074,1.2283240661109722,-0.0024432674876792545,-0.13182489848955564,-0.16348026680645644
1,0.00849594211793037,0.19364447828486525,-0.32881466917148233,-0.2496594378013654,1.3648459406784557,0.4400527925928065,3.2587325117002597,0.1459208481695207,-0.22871215840057116,-0.18600243070071362
1,-0.16193429301142728,0.5002371295541924,-0.32881466917148233,-0.41623180922307107,0.4725726021579996,-0.3083549412898774,-0.15222172508174414,-0.0521501318155748,0.07406052882135226,-0.3211354140662565
1,-0.1643865266104108,0.5002371295541924,-0.32881466917148233,-0.41623180922307107,0.4725726021579996,-0.3083549412898774,-0.15222172508174414,-0.0521501318155748,0.07406052882135226,-0.3211354140662565
1,-0.32991229454180127,-0.2917938862249029,-0.32881466917148233,-0.6744189849267148,2.2868617238162603,-0.3083549412898774,-0.3781891962805519,-0.06907631199571423,-0.3013776033338328,-0.3211354140662565
1,-0.12882913942514918,-0.2917938862249029,-0.32881466917148233,-0.14138739637725675,2.39096027997698,-0.08871354112865493,-0.28252413548105665,-0.11096624394991408,0.8612695155983532,-0.3211354140662565
1,-0.32991229454180127,-0.2917938862249029,-0.32881466917148233,-0.6744189849267148,2.3314753907422827,-0.3083549412898774,-0.3864361842805084,-0.08641225072770063,-0.3013776033338328,-0.3211354140662565
1,-0.10798515383378884,0.4746877419484152,-0.32881466917148233,0.9913047292903415,0.442830157540651,0.5173340259828664,1.6060361165089794,0.1434938167470426,-0.3013776033338328,-0.3211354140662565
1,-0.030739795465806664,0.6790828427946334,-0.32881466917148233,-0.08308706637965982,-0.18176117942366815,0.021107158951956282,0.7681421357134,-0.10913809041090462,-0.3013776033338328,-0.3211354140662565
1,0.23655366682340168,2.160947323929715,-0.32881466917148233,0.12512839789747224,-0.4643144032884792,-0.3083549412898774,-0.43261931708026474,-0.12228188395861068,-0.3013776033338328,-0.3211354140662565
1,0.48300314352124957,0.34694080391952886,-0.32881466917148233,-0.03311535495314808,0.10079204444114293,-0.3083549412898774,-0.1637675082816832,-0.12445675627225988,-0.3013776033338328,-0.3211354140662565
1,0.6338155098587387,-0.2917938862249029,-0.32881466917148233,0.19175734646615455,0.04130715520644588,-0.3083549412898774,-0.0367638930823533,-0.046129833092284966,0.11039325128798311,-0.3211354140662565
