target,alcohol,volatile acidity,free sulfur dioxide,density,total sulfur dioxide,pH,citric acid,sulphates,residual sugar,fixed acidity
6,-1.3931524599299125,-0.08176990080831344,0.5699315768602506,2.3315120146481796,0.7445650346214291,-1.2469212810674295,0.2132802017909171,-0.3491842573077406,2.8213491694600115,0.17209696099997587
6,-0.8242756777407458,0.2158956318257421,-1.2530186615443908,-0.009154171641991836,-0.14968462420743,0.7400286396601014,0.048001121279579305,0.001341846559310476,-0.944765273129346,-0.6575011275547077
6,-0.3366670072928885,0.017451943403038586,-0.31214111914199527,0.35866480048929167,-0.9733356257603265,0.47510198356309685,0.5438383628135937,-0.4368157832745035,0.10028218999754376,1.475751100157335
6,-0.49920323077550716,-0.4786572776537213,0.6875412696605501,0.525855242367185,1.1210912067598962,0.011480335393340427,-0.11727795923175896,-0.7873418871415545,0.4157682166018878,0.40912498630131416
6,-0.49920323077550716,-0.4786572776537213,0.6875412696605501,0.525855242367185,1.1210912067598962,0.011480335393340427,-0.11727795923175896,-0.7873418871415545,0.4157682166018878,0.40912498630131416
6,-0.3366670072928885,0.017451943403038586,-0.31214111914199527,0.35866480048929167,-0.9733356257603265,0.47510198356309685,0.5438383628135937,-0.4368157832745035,0.10028218999754376,1.475751100157335
6,-0.7430075659994365,0.41433932024844616,-0.31214111914199527,0.29178862373814923,-0.05555308117281325,-0.05475132863090923,-1.4395106033224638,-0.1739212053742153,0.12000006666031521,-0.7760151402053762
6,-1.3931524599299125,-0.08176990080831344,0.5699315768602506,2.3315120146481796,0.7445650346214291,-1.2469212810674295,0.2132802017909171,-0.3491842573077406,2.8213491694600115,0.17209696099997587
6,-0.8242756777407458,0.2158956318257421,-1.2530186615443908,-0.009154171641991836,-0.14968462420743,0.7400286396601014,0.048001121279579305,0.001341846559310476,-0.944765273129346,-0.6575011275547077
6,0.3947459983788982,-0.5778791218650733,-0.4297508119422947,-0.07603034839317141,-0.22028328148339255,0.21017532746609527,0.7917569835806005,-0.3491842573077406,-0.9644831497921176,1.475751100157335
5,1.2074271157919942,-0.08176990080831344,-1.42943320074484,-1.0791729996604196,-1.7734537415545688,-1.3131529450916792,0.6264779030692623,0.6147625283266507,-0.9743420881235033,1.475751100157335
5,-0.6617394542581272,-0.4786572776537213,-1.0766041223439415,0.22491244698700677,-0.6909409966564762,-0.3196779847279137,0.5438383628135937,0.35186795042636204,-0.4321004798972869,2.06832116341068
5,0.23220977489627956,-0.9747664987104812,-1.1354089687440914,-0.6779159391535278,-1.4910591124507186,-0.05475132863090923,0.2959197420465862,1.22818321009399,-1.023636779780432,1.2387230748559976
7,1.5324995627572329,-1.1732101871331848,0.7463461160606998,-0.9454206461581347,0.10917711913776605,2.3295885762421285,0.5438383628135937,0.26423642445959916,-0.9644831497921176,-0.30195908960270074
5,-0.6617394542581272,1.4065577623619654,0.3347121912596517,2.06400730764361,0.7916308061387375,-1.3793846091159316,2.3619082484383127,1.5787093139610415,2.535439957849825,1.7127791254586744
7,0.7198184453441369,-1.0739883429218329,-0.4297508119422947,-0.8785444694069923,-0.6203423393805138,0.40887031953884717,0.37855928230225533,0.5271310023598879,-0.9644831497921176,-0.30195908960270074
6,-0.7430075659994365,2.001888827630077,-0.31214111914199527,-0.41041123214892083,-0.9262698542430181,0.34263865551459755,-2.4311850863904927,-1.137867991008606,-1.0433546564432035,-0.6575011275547077
8,1.8575720097224715,3.7878820234344124,-0.370945965542145,-1.6141824136696337,-1.4910591124507186,0.9387236317328562,1.2049546848589456,-0.8749734131083174,-1.023636779780432,-0.7760151402053762
6,0.6385503336028275,0.6127830086711502,-1.0766041223439415,-0.7782302042802415,0.7680979203800833,-0.45214131277641595,0.7091174433249314,0.35186795042636204,-1.0433546564432035,0.6461530116026525
5,-0.8242756777407458,0.3151174760370941,-0.07692173354139635,0.49241715399161373,-0.1261517384487758,0.21017532746609527,-1.6047896838338018,0.08897337252607336,0.21858944997417273,-0.4204731022533693
