target,acc_vertical,acc_frontal,acc_lateral,time,rssi,antenna,frequency,phase
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.532422304265306,0.5946262508332582,2.0514897868683244,1.7480219959663257,0.9849798988986536
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5321284857792927,0.5946262508332582,2.0514897868683244,1.7480219959663257,0.9849798988986536
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5318346672932794,0.5946262508332582,2.0514897868683244,1.7480219959663257,0.9849798988986536
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5315408488072666,0.5946262508332582,2.0514897868683244,1.7480219959663257,0.9849798988986536
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.529484119405174,0.09764450841661411,-0.8472724825926173,0.2350525308170219,-0.43738214533268144
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5288964824331475,0.09764450841661411,-0.8472724825926173,0.2350525308170219,-0.43738214533268144
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5286026639471344,0.09764450841661411,-0.8472724825926173,0.2350525308170219,-0.43738214533268144
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5283088454611211,0.09764450841661411,-0.8472724825926173,0.2350525308170219,-0.43738214533268144
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5280150269751078,0.09764450841661411,-0.8472724825926173,0.2350525308170219,-0.43738214533268144
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5277212084890948,0.09764450841661411,-0.8472724825926173,0.2350525308170219,-0.43738214533268144
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5265459345450418,0.2633050892221621,-0.8472724825926173,-1.5805108273621427,0.7899468762131935
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5259582975730153,0.2633050892221621,-0.8472724825926173,-1.5805108273621427,0.7899468762131935
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5256644790870024,0.2633050892221621,-0.8472724825926173,-1.5805108273621427,0.7899468762131935
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5253706606009891,0.2633050892221621,-0.8472724825926173,-1.5805108273621427,0.7899468762131935
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5247830236289626,0.2633050892221621,-0.8472724825926173,-1.5805108273621427,0.7899468762131935
1,1.1283870303809405,-2.0763042040019255,0.49779745943377585,-1.5244892051429493,0.2633050892221621,-0.8472724825926173,-1.5805108273621427,0.7899468762131935
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5177313799646457,-0.23367665319448191,-0.8472724825926173,0.8402403168767435,-0.9367087704233739
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.516849924506606,-0.23367665319448191,-0.8472724825926173,0.8402403168767435,-0.9367087704233739
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5165561060205928,-0.23367665319448191,-0.8472724825926173,0.8402403168767435,-0.9367087704233739
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5159684690485662,-0.23367665319448191,-0.8472724825926173,0.8402403168767435,-0.9367087704233739
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.515674650562553,-0.23367665319448191,-0.8472724825926173,0.8402403168767435,-0.9367087704233739
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5150870135905268,-0.23367665319448191,-0.8472724825926173,0.8402403168767435,-0.9367087704233739
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5147931951045135,0.2633050892221621,-0.8472724825926173,-1.277916934332282,0.43144609277828105
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.514205558132487,0.2633050892221621,-0.8472724825926173,-1.277916934332282,0.43144609277828105
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5136179211604608,0.2633050892221621,-0.8472724825926173,-1.277916934332282,0.43144609277828105
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5133241026744475,0.2633050892221621,-0.8472724825926173,-1.277916934332282,0.43144609277828105
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.512736465702421,0.2633050892221621,-0.8472724825926173,-1.277916934332282,0.43144609277828105
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5121488287303946,0.2633050892221621,-0.8472724825926173,-1.277916934332282,0.43144609277828105
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5118550102443813,-0.39933723400002996,-0.8472724825926173,1.1428342099066042,-1.2904187977914028
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.511267373272355,-0.39933723400002996,-0.8472724825926173,1.1428342099066042,-1.2904187977914028
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5109735547863419,-0.39933723400002996,-0.8472724825926173,1.1428342099066042,-1.2904187977914028
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5103859178143153,-0.39933723400002996,-0.8472724825926173,1.1428342099066042,-1.2904187977914028
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.5097982808422887,-0.39933723400002996,-0.8472724825926173,1.1428342099066042,-1.2904187977914028
1,1.1746754536151076,-1.4405072012258158,0.8136904110481833,-1.509504462356276,-0.39933723400002996,-0.8472724825926173,1.1428342099066042,-1.2904187977914028
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.5059786405241171,-0.06801607238893391,-0.8472724825926173,0.5376464238468827,-0.8886534574646263
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.5050971850660777,-0.06801607238893391,-0.8472724825926173,0.5376464238468827,-0.8886534574646263
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.5045095480940511,-0.06801607238893391,-0.8472724825926173,0.5376464238468827,-0.8886534574646263
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.5039219111220248,-0.06801607238893391,-0.8472724825926173,0.5376464238468827,-0.8886534574646263
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.5036280926360115,-0.06801607238893391,-0.8472724825926173,0.5376464238468827,-0.8886534574646263
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.5030404556639851,-0.06801607238893391,-0.8472724825926173,0.5376464238468827,-0.8886534574646263
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.5024528186919588,-0.896318976416674,-0.8472724825926173,1.7480219959663257,1.1017489813512888
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.5021590002059455,-0.896318976416674,-0.8472724825926173,1.7480219959663257,1.1017489813512888
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.5015713632339192,-0.896318976416674,-0.8472724825926173,1.7480219959663257,1.1017489813512888
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.5012775447479059,-0.896318976416674,-0.8472724825926173,1.7480219959663257,1.1017489813512888
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.5006899077758793,-0.896318976416674,-0.8472724825926173,1.7480219959663257,1.1017489813512888
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.500102270803853,-0.896318976416674,-0.8472724825926173,1.7480219959663257,1.1017489813512888
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.497164085943721,-2.8842459460832504,1.0852356970480104,-1.5805108273621427,1.1189419750866463
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.4962826304856813,-2.8842459460832504,1.0852356970480104,-1.5805108273621427,1.1189419750866463
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.495988811999668,-2.8842459460832504,1.0852356970480104,-1.5805108273621427,1.1189419750866463
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.4954011750276417,-2.8842459460832504,1.0852356970480104,-1.5805108273621427,1.1189419750866463
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.4951073565416284,-2.8842459460832504,1.0852356970480104,-1.5805108273621427,1.1189419750866463
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.494519719569602,-2.8842459460832504,1.0852356970480104,-1.5805108273621427,1.1189419750866463
1,1.0358303355988203,-0.9705724386958758,1.340215600562694,-1.4939320825975755,0.09764450841661411,-0.8472724825926173,-0.37013525524269963,-0.28765982488727776
