target,GP,OREB,FGM,DREB,FG%,FTM,MIN,FGA,PTS,REB
0,-1.4009008167546244,-0.39828952042613636,-0.017293965663224813,1.0108523586870164,-1.5434072909254555,0.3063332468137487,1.1770661325681808,0.47734720199937153,0.13740097220618755,0.5179967149773727
0,-1.458281440152185,-0.6557463257184771,-0.37381571933586294,-0.018938043103286367,-2.374650527286443,1.3196300889031665,1.116860444437737,0.22680068782813875,0.09148643286546652,-0.3084471263998895
0,0.7795628723526804,-0.6557463257184771,-0.37381571933586294,-0.23960741491549417,-0.3209907668651802,-0.40297454264884375,-0.2799115201885548,-0.32996934366349,-0.3676589605417432,-0.4056758136207438
1,-0.13852710200829005,-0.012104312487625012,-0.195554842499544,-0.8280590730813816,-0.25579521891529905,-0.40297454264884375,-0.7254336123538377,-0.10726133106683856,-0.2528726121899407,-0.5515188444520255
1,-0.7123333359838966,-0.012104312487625012,-0.6114968884509548,-0.386720329456966,1.3414957058567936,0.0023441941869233574,-0.7374747499799265,-0.8032238704313746,-0.5283598482342666,-0.25983278278946226
0,0.8369434957502411,-1.0419315336569885,-0.670917180729728,-0.9751719876228534,-0.3046918798777108,-0.9096229636935526,-0.7495158876060152,-0.6640313625584673,-0.7120180055971504,-1.0862766241667248
1,0.09099539158195256,-0.6557463257184771,-0.07671425794199788,-0.46027678672770195,-0.10910523602806625,0.20500356260480684,-0.8097215757364588,-0.0237458263430943,-0.04625718515669651,-0.5029045008415982
1,-0.7123333359838966,-0.26956111777996583,-0.195554842499544,-0.8280590730813816,-0.435082975777473,-0.6056339110667274,-0.881968401492991,-0.1350998326414199,-0.2528726121899407,-0.6487475316728799
0,0.26313726177463453,-1.0419315336569885,-0.968018642123593,-1.0487284448935892,-0.8099573764892903,-0.9096229636935526,-0.930132951997346,-0.9702548798788632,-1.0104625113118366,-1.0862766241667248
0,-1.0566170763692606,-0.7844747283646476,-0.730337473008501,-0.9751719876228534,-0.9566473593765243,-0.301644858439902,-1.0987088787625883,-0.6640313625584673,-0.7120180055971504,-0.940433593335443
0,-1.458281440152185,-0.6557463257184771,-1.027438934402366,-1.269397816705797,-1.25002732515099,-0.8082932794846108,-1.2913670807800077,-0.9702548798788632,-1.0334197809821972,-1.0376622805562974
1,-1.1713783231643817,-0.6557463257184771,-0.849178057566047,-0.9016155303521174,-0.7121640545644692,-0.20031517423096012,-1.3154493560321854,-0.8032238704313746,-0.7349752752675109,-0.8918192497250158
1,-1.9173264273326702,-0.5270179230723068,-1.205699811238685,-0.46027678672770195,0.4939535825083367,-1.2136120163203779,-1.327490493658274,-1.276478397199259,-1.2629924776858021,-0.5029045008415982
0,-0.8844752061765786,-0.6557463257184771,-0.433236011614636,-0.31316387218623,-1.9345805786247445,-0.6056339110667274,-0.2799115201885548,0.03193117680606863,-0.2758298818603014,-0.5029045008415982
1,-0.9418558295741392,-0.7844747283646476,-0.968018642123593,-0.7545026158106456,1.5533812366939086,-0.9096229636935526,-1.3515727689104515,-1.1094473877517703,-1.0104625113118366,-0.7945905625041615
1,-1.1713783231643817,-1.170659936303159,-1.027438934402366,-1.269397816705797,1.1785068359820903,-0.6056339110667274,-1.3876961817887177,-1.1372858893263518,-0.964547971971116,-1.2807339986084334
0,-0.6549527125863359,-0.6557463257184771,-1.146279518959912,-0.9751719876228534,-1.070739568288816,-0.6056339110667274,-1.4840252827974274,-1.1094473877517703,-1.0793343203229184,-0.8918192497250158
0,-1.113997699766821,-1.170659936303159,-1.205699811238685,-1.342954273976533,-1.527108403937986,-0.8082932794846108,-1.6164777966844035,-1.1929628924755147,-1.1711633990043602,-1.3293483422188606
0,1.2386078595331655,3.7210193642513176,2.8943003559966525,3.6588848204335096,0.7873335482828023,2.839575352037292,2.3570976199248763,2.6209118232421424,2.8463587933087244,3.8723864240968493
1,1.2386078595331655,3.7210193642513176,2.8943003559966525,3.6588848204335096,0.7873335482828023,2.839575352037292,2.3570976199248763,2.6209118232421424,2.8463587933087244,3.8723864240968493
1,1.1238466127380444,2.5624637404357835,1.9435756795362846,2.187755675018791,1.357794592844264,1.3196300889031665,1.6587116376117297,1.4516947571097218,1.7214525794610611,2.4139561157840337
1,1.2386078595331655,1.6613649219125903,1.6464742181424195,0.5695136150626009,0.7710346612953318,1.3196300889031665,1.5503413989769315,1.4238562555351406,1.4918798827574562,1.0041401510816446
1,0.8943241191478017,0.11662409015854554,1.0522712953546896,-0.1660509576447582,-1.0870384552762866,0.5089926152316322,1.526259123724754,1.6187257665572103,0.8720336016577229,-0.06537540834775353
0,0.033614768184391915,0.37408089545088635,1.3493727567485545,-0.1660509576447582,0.20057361673386995,0.3063332468137487,1.441971160342133,1.340340750811396,1.1934353770427697,0.031853278873100944
0,-1.630423310344867,0.888994506035568,0.10154661889432104,1.0844088159577525,1.4881856887440263,-0.5043042268577855,-0.2919526578146437,-0.19077683579058283,-0.11512899416777791,1.0527544946920722
1,0.8943241191478017,1.790093324558761,0.8145901262395973,1.0844088159577525,1.1785068359820903,1.2183004046942245,1.4058477474638669,0.5330242051485344,0.826119062317002,1.3930548999650625
0,-0.48281084239365396,-0.6557463257184771,0.27980749573064023,-0.46027678672770195,0.1516769557714594,0.8129816678584576,0.8399142790376968,0.25463918940272007,0.5735890959430369,-0.5515188444520255
1,0.8943241191478017,0.888994506035568,0.6957495416820512,1.0108523586870164,-0.435082975777473,-0.09898549002201851,0.5870503888898333,0.9227632271926745,0.4588027475912344,1.0041401510816446
0,1.009085365942923,-0.14083271513379542,0.7551698339608242,-0.018938043103286367,0.08648140782157827,0.3063332468137487,0.5268447007593897,0.7835707193197673,0.7572472533059205,-0.016761064737326293
1,-0.5401914657912146,1.6613649219125903,0.3392277880094133,0.7901829868748088,0.9014257571950952,0.7116519836495157,0.3703099116202362,0.14328518310439448,0.3669736689097924,1.1499831819129265
1,0.20575663837707386,1.9188217272049315,-0.13613455022077092,1.378634645040696,1.7978645415059638,0.10367387839586499,0.3221453611158815,-0.4134848483872343,-0.13808626383813832,1.6361266180171985
1,-0.310668972200972,1.4039081166202498,0.9928510030759161,1.5257475595821677,1.4229901407941452,0.5089926152316322,0.3221453611158815,0.6165397098722787,0.826119062317002,1.4902835871859166
1,1.2386078595331655,-0.5270179230723068,0.27980749573064023,-0.46027678672770195,-0.3698874278275919,-0.09898549002201851,0.23785739773326048,0.3938316972756273,0.13740097220618755,-0.5029045008415982
1,-0.7123333359838966,1.790093324558761,0.5769089571245053,0.9372959014162805,1.4066912538066747,0.7116519836495157,0.15356943435063905,0.25463918940272007,0.5276745566023157,1.2958262127442082
0,-1.5156620635497458,-1.170659936303159,-0.670917180729728,-0.5338332439984378,-2.276857205361621,-0.40297454264884375,-0.5086931350842406,-0.24645383893974576,-0.5742743875749876,-0.7945905625041615
1,-1.0566170763692606,-0.39828952042613636,0.27980749573064023,-0.6073897012691738,-0.6795662805895281,0.20500356260480684,0.11744602147237322,0.5051857035739531,0.3899309385801528,-0.5029045008415982
1,1.2386078595331655,-0.7844747283646476,-0.37381571933586294,-0.5338332439984378,-1.1685328902136383,0.10367387839586499,0.09336374622019543,-0.16293833421600148,-0.29878715153066177,-0.6487475316728799
1,0.20575663837707386,-0.5270179230723068,0.1609669111730941,-0.46027678672770195,-0.8425551504642315,-0.20031517423096012,-0.07521218054504655,0.4495087004247902,0.04557189352474551,-0.5029045008415982
1,1.1238466127380444,0.37408089545088635,0.22038720345186716,0.6430700723333369,1.4229901407941452,0.0023441941869233574,-0.08725331817113545,-0.051584327917675636,0.13740097220618755,0.5666110585878001
1,0.9517047425453624,0.5028092980970567,-0.195554842499544,0.34884424325039326,0.412459147570985,-0.20031517423096012,-0.3039937954407324,-0.2742923405143271,-0.2758298818603014,0.3721536841460912
0,-0.310668972200972,-0.6557463257184771,-0.552076596172182,-0.7545026158106456,-0.4024852018025319,-0.7069635952756691,-0.3280760706929097,-0.4970003531109788,-0.6201889269157086,-0.7459762188937342
0,-0.7123333359838966,-0.5270179230723068,-0.31439542705708984,-0.6809461585399096,-0.5654740716772353,-0.40297454264884375,-0.34011720831899844,-0.21861533736516442,-0.3906162302121038,-0.6487475316728799
0,-0.5401914657912146,-0.7844747283646476,-0.670917180729728,-0.6073897012691738,-0.6958651675769987,0.5089926152316322,-0.3762406211972647,-0.580515857834723,-0.41357349988246417,-0.7459762188937342
0,-0.5401914657912146,-0.5270179230723068,-0.6114968884509548,-0.386720329456966,-0.6469685066145869,-0.9096229636935526,-0.5327754103364182,-0.4970003531109788,-0.6661034662564296,-0.454290157231171
1,0.6648016255575591,-0.7844747283646476,-0.6114968884509548,-0.8280590730813816,-0.3046918798777108,0.10367387839586499,-0.6291045113451279,-0.580515857834723,-0.5054025785639062,-0.8432049061145886
1,0.49265975536487716,0.11662409015854554,-0.6114968884509548,-0.31316387218623,0.16797584275892996,-1.0109526479024944,-0.7013513371016602,-0.6361928609838858,-0.7349752752675109,-0.1626040955686078
1,-0.3680495955985327,0.5028092980970567,-0.2549751347783168,-0.018938043103286367,2.0586467333054883,0.0023441941869233574,-0.7615570252321038,-0.580515857834723,-0.2528726121899407,0.17769630970438244
0,-2.0894682975253525,-1.170659936303159,-0.7897577652872739,-1.1222849021643253,-2.2605583183741507,-0.301644858439902,-0.845844988614725,-0.4970003531109788,-0.6201889269157086,-1.1348909677771517
1,-0.5975720891887752,-0.7844747283646476,-0.670917180729728,-0.9751719876228534,-0.435082975777473,-0.40297454264884375,-0.9662563648756123,-0.6083543594093044,-0.6201889269157086,-0.940433593335443
1,-0.25328834880341133,-0.6557463257184771,-0.730337473008501,-0.9016155303521174,0.23317139070881107,-0.6056339110667274,-0.9662563648756123,-0.8032238704313746,-0.7808898146082319,-0.8918192497250158
0,0.3778985085697558,-1.170659936303159,-0.730337473008501,-1.0487284448935892,-0.8751529244391726,-0.8082932794846108,-1.0385031906321447,-0.6361928609838858,-0.7120180055971504,-1.1348909677771517
1,-0.5975720891887752,-0.913203131010818,-0.968018642123593,-1.1222849021643253,-1.0055440203389348,-0.8082932794846108,-1.0746266035104108,-0.9145778767297003,-0.9875052416414764,-1.0862766241667248
1,-0.8844752061765786,-0.39828952042613636,-0.9085983498448199,-0.9016155303521174,0.5428502434707473,-0.8082932794846108,-1.0987088787625883,-1.025931883028026,-0.9415907023007553,-0.7459762188937342
0,-1.286139569959503,-0.913203131010818,-0.730337473008501,-1.0487284448935892,-1.2011306641885793,-0.8082932794846108,-1.1348322916408544,-0.580515857834723,-0.7808898146082319,-1.0376622805562974
0,-1.0566170763692606,-0.14083271513379542,-0.968018642123593,-0.7545026158106456,-0.04390968807818513,-0.6056339110667274,-1.1348322916408544,-0.9980933814534446,-0.9186334326303949,-0.5515188444520255
0,-0.3680495955985327,-0.39828952042613636,-0.7897577652872739,-1.0487284448935892,0.23317139070881107,-0.7069635952756691,-1.1348322916408544,-0.8589008735805375,-0.8268043539489529,-0.8432049061145886
0,-1.458281440152185,-0.5270179230723068,-0.4926563038934089,-1.0487284448935892,-0.8099573764892903,-0.9096229636935526,-1.2432025302756529,-0.385646346812653,-0.6431461965860691,-0.8918192497250158
0,-1.3435201933570637,-0.7844747283646476,-0.849178057566047,-0.9751719876228534,0.02128585987169599,-0.8082932794846108,-1.2432025302756529,-0.9145778767297003,-0.9186334326303949,-0.940433593335443
0,-0.8270945827790179,-0.7844747283646476,-0.9085983498448199,-1.1958413594350612,-0.17430078397794738,-1.1122823321114361,-1.3154493560321854,-0.9424163783042817,-0.964547971971116,-1.0862766241667248
0,-0.5401914657912146,-0.913203131010818,-1.086859226681139,-1.1222849021643253,-0.9403484723890537,-1.0109526479024944,-1.3515727689104515,-1.025931883028026,-1.0563770506525578,-1.0862766241667248
0,-1.1713783231643817,-0.6557463257184771,-1.146279518959912,-0.9751719876228534,-1.0055440203389348,-0.40297454264884375,-1.4840252827974274,-1.1372858893263518,-1.0563770506525578,-0.8918192497250158
0,-2.3763714145131556,-0.5270179230723068,-1.146279518959912,-1.1958413594350612,-1.038141794313876,-1.1122823321114361,-1.544230970927871,-1.1094473877517703,-1.1941206686747208,-0.9890479369458702
0,-1.4009008167546244,-1.0419315336569885,-1.265120103517458,-1.1958413594350612,-1.4456139690006344,-1.0109526479024944,-1.6044366590583146,-1.2486398956246774,-1.2629924776858021,-1.1835053113875789
1,1.0664659893404838,1.790093324558761,2.5377786023240145,3.2175460768090947,-0.3209907668651802,2.839575352037292,2.41730330805532,2.95497384213712,2.570871557264399,2.8028708646674514
0,-0.310668972200972,-0.7844747283646476,-0.849178057566047,-0.9016155303521174,-2.2442594313866806,-0.7069635952756691,-0.5448165479625069,-0.5526773562601416,-0.7808898146082319,-0.8918192497250158
1,0.7795628723526804,3.3348341563128066,2.5377786023240145,3.364658991350566,0.412459147570985,3.1435644046641182,2.116274867403102,2.5095578169438166,2.6627006359458405,3.5320860188238594
0,0.20575663837707386,-0.26956111777996583,1.171111879912235,-0.09249450037402235,-0.5817729586647058,2.738245667828351,1.9115755277595932,1.507371760258885,1.7214525794610611,-0.11398975195818077
1,1.2386078595331655,-0.26956111777996583,2.06241626409383,0.05461841416744962,-0.2720941059027696,0.6103222994405738,1.309518646455157,2.3703653090709094,2.042854354846108,-0.06537540834775353
1,1.2386078595331655,0.37408089545088635,0.3392277880094133,-0.31316387218623,0.1353780687839888,-0.5043042268577855,1.1770661325681808,0.31031619255188303,0.09148643286546652,-0.016761064737326293
1,1.181227236135605,3.0773773510204654,-0.13613455022077092,1.8935298459358474,1.1459090620071501,0.9143113520673994,0.9964490681768499,-0.32996934366349,0.06852916319510592,2.3653417721736063
1,0.8943241191478017,0.6315377007432271,1.1116915876334623,-0.018938043103286367,-0.011311914103243989,1.7249488257389334,0.9362433800464062,1.2011482429384888,1.1934353770427697,0.17769630970438244
0,1.2386078595331655,-0.6557463257184771,0.5174886648457322,-0.23960741491549417,0.3635624866085733,0.40766293102269036,0.731544040402898,0.4495087004247902,0.4358454779208736,-0.4056758136207438
1,1.2386078595331655,-0.6557463257184771,0.5174886648457322,-0.23960741491549417,0.3635624866085733,0.40766293102269036,0.731544040402898,0.4495087004247902,0.4358454779208736,-0.4056758136207438
0,-0.6549527125863359,-1.0419315336569885,-1.146279518959912,-0.9751719876228534,-1.8693850306748623,-0.8082932794846108,-1.0144209153799673,-1.0816088861771889,-1.1252488596636392,-1.0862766241667248
1,-0.6549527125863359,-1.0419315336569885,-1.146279518959912,-0.9751719876228534,-1.8693850306748623,-0.8082932794846108,-1.0144209153799673,-1.0816088861771889,-1.1252488596636392,-1.0862766241667248
